Scientific_name,Family,Status,Group,Common_name,Type,Specie_ID,Country
Juturnia kosteri,,Endangered,Snails,Koster's springsnail,Animal,https://ecos.fws.gov//ecp/species/3126,USA
Amsonia kearneyana,Apocynaceae,Endangered,Flowering Plants,Kearney's blue-star,Plant,https://ecos.fws.gov//ecp/species/7485,
Cambarus callainus,,Threatened,Crustaceans,Big Sandy crayfish,Animal,https://ecos.fws.gov//ecp/species/8285,
Hyaena hyaena barbara,,Endangered,Mammals,Barbary hyena,Animal,https://ecos.fws.gov//ecp/species/440,
Marsilea villosa,Marsileaceae,Endangered,Ferns and Allies,Ihi`ihi,Plant,https://ecos.fws.gov//ecp/species/2169,USA
Microhexura montivaga,,Endangered,Arachnids,Spruce-fir moss spider,Animal,https://ecos.fws.gov//ecp/species/4801,USA
Texella reyesi,,Endangered,Arachnids,Bone Cave harvestman,Animal,https://ecos.fws.gov//ecp/species/5306,
Charpentiera densiflora,Amaranthaceae,Endangered,Flowering Plants,Papala,Plant,https://ecos.fws.gov//ecp/species/1296,USA
Oncorhynchus (=Salmo) mykiss,,Threatened,Fishes,Steelhead,Animal,https://ecos.fws.gov//ecp/species/1007,
Ammodorcas clarkei,,Endangered,Mammals,Clark's gazelle,Animal,https://ecos.fws.gov//ecp/species/1635,
Bidens campylotheca ssp. waihoiensis,Asteraceae,Endangered,Flowering Plants,Ko`oko`olau,Plant,https://ecos.fws.gov//ecp/species/6450,USA
Phrynops hogei,,Endangered,Reptiles,Brazilian sideneck turtle,Animal,https://ecos.fws.gov//ecp/species/5733,
Tetramolopium rockii,Asteraceae,Threatened,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/5215,USA
Toxolasma cylindrellus,,Endangered,Clams,Pale lilliput (pearlymussel),Animal,https://ecos.fws.gov//ecp/species/3118,
Cairina scutulata,,Endangered,Birds,White-winged wood duck,Animal,https://ecos.fws.gov//ecp/species/4741,
Haliaeetus albicilla groenlandicus,,Endangered,Birds,Greenland white-tailed eagle,Animal,https://ecos.fws.gov//ecp/species/1506,
Quadrula intermedia,,"Experimental Population, Non-Essential",Clams,Cumberland monkeyface (pearlymussel),Animal,USA
Larus audouinii,,Endangered,Birds,Audouin's gull,Animal,https://ecos.fws.gov//ecp/species/6033,
Lasthenia conjugens,Asteraceae,Endangered,Flowering Plants,Contra Costa goldfields,Plant,https://ecos.fws.gov//ecp/species/7058,USA
Trachemys stejnegeri malonei,,Endangered,Reptiles,Inagua Island turtle,Animal,https://ecos.fws.gov//ecp/species/2667,
Elimia crenatella,,Threatened,Snails,Lacy elimia (snail),Animal,https://ecos.fws.gov//ecp/species/5052,
Ploceus golandi,,Endangered,Birds,Clarke's weaver,Animal,https://ecos.fws.gov//ecp/species/1507,
Cervus eldi,,Endangered,Mammals,Eld's brow-antlered Deer,Animal,https://ecos.fws.gov//ecp/species/1823,
Erimonax monachus,,Threatened,Fishes,Spotfin Chub,Animal,https://ecos.fws.gov//ecp/species/1521,
Cyanea hamatiflora ssp. carlsonii,Campanulaceae,Endangered,Flowering Plants,Haha,Plant,https://ecos.fws.gov//ecp/species/4558,USA
Etheostoma scotti,,Threatened,Fishes,Cherokee darter,Animal,https://ecos.fws.gov//ecp/species/2553,
Aristida portoricensis,Poaceae,Endangered,Flowering Plants,Pelos del diablo,Plant,https://ecos.fws.gov//ecp/species/6396,
Elaphrus viridis,,Threatened,Insects,Delta green ground beetle,Animal,https://ecos.fws.gov//ecp/species/2319,USA
Epioblasma brevidens,,"Experimental Population, Non-Essential",Clams,Cumberlandian combshell,Animal,USA
Lomatium bradshawii,Apiaceae,Endangered,Flowering Plants,Bradshaw's desert-parsley,Plant,https://ecos.fws.gov//ecp/species/5743,
Gopherus polyphemus,,Threatened,Reptiles,Gopher tortoise,Animal,https://ecos.fws.gov//ecp/species/6994,
Latimeria chalumnae,,Threatened,Fishes,African coelacanth,Animal,https://ecos.fws.gov//ecp/species/10533,
Epioblasma florentina florentina,,"Experimental Population, Non-Essential",Clams,Yellow blossom (pearlymussel),Animal,USA
Calidris canutus rufa,,Threatened,Birds,Red knot,Animal,https://ecos.fws.gov//ecp/species/1864,
Peucedanum sandwicense,Apiaceae,Threatened,Flowering Plants,Makou,Plant,https://ecos.fws.gov//ecp/species/5579,USA
Phacelia formosula,Hydrophyllaceae,Endangered,Flowering Plants,North Park phacelia,Plant,https://ecos.fws.gov//ecp/species/123,
Alethe choloensis,,Endangered,Birds,Thyolo alethe,Animal,https://ecos.fws.gov//ecp/species/1761,
Navarretia leucocephala ssp. plieantha,Polemoniaceae,Endangered,Flowering Plants,Many-flowered navarretia,Plant,https://ecos.fws.gov//ecp/species/2491,
Ochrosia kilaueaensis,Apocynaceae,Endangered,Flowering Plants,Holei,Plant,https://ecos.fws.gov//ecp/species/5248,
Solanum drymophilum,Solanaceae,Endangered,Flowering Plants,Erubia,Plant,https://ecos.fws.gov//ecp/species/817,
Caprimulgus noctitherus,,Endangered,Birds,Puerto Rican nightjar,Animal,https://ecos.fws.gov//ecp/species/6972,
Schenkia sebaeoides,Gentianaceae,Endangered,Flowering Plants,Awiwi,Plant,https://ecos.fws.gov//ecp/species/7103,USA
Eubalaena australis,,Endangered,Mammals,Southern Right Whale,Animal,https://ecos.fws.gov//ecp/species/9160,
Hippotragus niger variani,,Endangered,Mammals,Giant sable antelope,Animal,https://ecos.fws.gov//ecp/species/3095,
Falco femoralis septentrionalis,,Endangered,Birds,Northern Aplomado Falcon,Animal,https://ecos.fws.gov//ecp/species/1923,
Carex specuicola,Cyperaceae,Threatened,Flowering Plants,Navajo sedge,Plant,https://ecos.fws.gov//ecp/species/8579,USA
Geranium hanaense,Geraniaceae,Endangered,Flowering Plants,Nohoanu,Plant,https://ecos.fws.gov//ecp/species/8032,USA
Sminthopsis psammophila,,Endangered,Mammals,Large desert marsupial-mouse,Animal,https://ecos.fws.gov//ecp/species/4108,
Thylacinus cynocephalus,,Endangered,Mammals,Tasmanian tiger,Animal,https://ecos.fws.gov//ecp/species/158,
Tympanuchus cupido attwateri,,Endangered,Birds,Attwater's greater prairie-chicken,Animal,https://ecos.fws.gov//ecp/species/7259,
Limnanthes floccosa ssp. californica,Limnanthaceae,Endangered,Flowering Plants,Butte County meadowfoam,Plant,https://ecos.fws.gov//ecp/species/4223,USA
Lysimachia asperulaefolia,Primulaceae,Endangered,Flowering Plants,Rough-leaved loosestrife,Plant,https://ecos.fws.gov//ecp/species/2747,
"Pediocactus (=Echinocactus,=Utahia) sileri",Cactaceae,Threatened,Flowering Plants,Siler pincushion cactus,Plant,USA
Prietella phreatophila,,Endangered,Fishes,Mexican blindcat (catfish),Animal,https://ecos.fws.gov//ecp/species/7657,
Cordylanthus tenuis ssp. capillaris,Scrophulariaceae,Endangered,Flowering Plants,Pennell's bird's-beak,Plant,https://ecos.fws.gov//ecp/species/3175,
Otus magicus (=insularis) insularis,,Endangered,Birds,Seychelles scops owl,Animal,https://ecos.fws.gov//ecp/species/3851,
Physeter catodon (=macrocephalus),,Endangered,Mammals,Sperm whale,Animal,https://ecos.fws.gov//ecp/species/8363,
Leptonycteris nivalis,,Endangered,Mammals,Mexican long-nosed bat,Animal,https://ecos.fws.gov//ecp/species/8203,
Megalonaias nicklineana,,Endangered,Clams,Nicklin's pearlymussel,Animal,https://ecos.fws.gov//ecp/species/5882,
Chelonia mydas,,Threatened,Reptiles,Green sea turtle,Animal,https://ecos.fws.gov//ecp/species/6199,
Poeciliopsis occidentalis,,Endangered,Fishes,Gila topminnow (incl. Yaqui),Animal,https://ecos.fws.gov//ecp/species/1116,
Melicope haupuensis,Rutaceae,Endangered,Flowering Plants,Alani,Plant,https://ecos.fws.gov//ecp/species/2236,USA
Silene spaldingii,Caryophyllaceae,Threatened,Flowering Plants,Spalding's Catchfly,Plant,https://ecos.fws.gov//ecp/species/3681,
Crenichthys baileyi baileyi,,Endangered,Fishes,White River springfish,Animal,https://ecos.fws.gov//ecp/species/5633,USA
Oarisma poweshiek,,Endangered,Insects,Poweshiek skipperling,Animal,https://ecos.fws.gov//ecp/species/9161,
Psephotus pulcherrimus,,Endangered,Birds,Paradise parakeet,Animal,https://ecos.fws.gov//ecp/species/7264,
Chasiempis ibidis,,Endangered,Birds,Oahu elepaio,Animal,https://ecos.fws.gov//ecp/species/6325,USA
Physaria filiformis,Brassicaceae,Threatened,Flowering Plants,Missouri bladderpod,Plant,https://ecos.fws.gov//ecp/species/5361,
Medionidus penicillatus,,Endangered,Clams,Gulf moccasinshell,Animal,https://ecos.fws.gov//ecp/species/7663,
Psephotus chrysopterygius,,Endangered,Birds,Golden-shouldered parakeet,Animal,https://ecos.fws.gov//ecp/species/2045,
Sphyrna lewini,,Threatened,Fishes,Scalloped Hammerhead Shark,Animal,https://ecos.fws.gov//ecp/species/9751,
Theropithecus gelada,,Threatened,Mammals,Gelada baboon,Animal,https://ecos.fws.gov//ecp/species/4110,
Etheostoma chienense,,Endangered,Fishes,Relict darter,Animal,https://ecos.fws.gov//ecp/species/1979,
Leptotes cassius theonus,,Similarity of Appearance to a Threatened Taxon,Insects,Cassius Blue Butterfly,Animal,https://ecos.fws.gov//ecp/species/9191,
Mycteria americana,,Threatened,Birds,Wood stork,Animal,https://ecos.fws.gov//ecp/species/8477,
Ambystoma californiense,,Endangered,Amphibians,California tiger Salamander,Animal,https://ecos.fws.gov//ecp/species/2076,USA
Palmeria dolei,,Endangered,Birds,crested honeycreeper (Akohekohe),Animal,https://ecos.fws.gov//ecp/species/3089,USA
Fusconaia cor,,"Experimental Population, Non-Essential",Clams,Shiny pigtoe,Animal,USA
Cyanea lanceolata,Campanulaceae,Endangered,Flowering Plants,Haha,Plant,https://ecos.fws.gov//ecp/species/4543,USA
Atelopus varius zeteki,,Endangered,Amphibians,Panamanian golden frog,Animal,https://ecos.fws.gov//ecp/species/779,
Cordylanthus palmatus,Scrophulariaceae,Endangered,Flowering Plants,Palmate-bracted bird's beak,Plant,https://ecos.fws.gov//ecp/species/1616,
Maesa walkeri,Myrsinaceae,Threatened,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/9756,
Pediocactus knowltonii,Cactaceae,Endangered,Flowering Plants,Knowlton's cactus,Plant,https://ecos.fws.gov//ecp/species/1590,
Pedionomus torquatus,,Endangered,Birds,Plains wanderer (=collared-hemipode),Animal,https://ecos.fws.gov//ecp/species/5943,
Eudyptula albosignata,,Threatened,Birds,white-flippered penguin,Animal,https://ecos.fws.gov//ecp/species/2772,
Packera franciscana,Asteraceae,Threatened,Flowering Plants,San Francisco Peaks ragwort,Plant,https://ecos.fws.gov//ecp/species/1721,USA
Exocarpos menziesii,Santalaceae,Endangered,Flowering Plants,Heau,Plant,https://ecos.fws.gov//ecp/species/9607,
Blennosperma bakeri,Asteraceae,Endangered,Flowering Plants,Sonoma sunshine,Plant,https://ecos.fws.gov//ecp/species/1260,
Cambarus zophonastes,,Endangered,Crustaceans,Cave crayfish,Animal,https://ecos.fws.gov//ecp/species/1552,
Hemiphaga novaeseelandiae chathamensis,,Endangered,Birds,Chatham Island pigeon,Animal,https://ecos.fws.gov//ecp/species/630,
Bidens hillebrandiana ssp. hillebrandiana,Asteraceae,Endangered,Flowering Plants,kookoolau,Plant,https://ecos.fws.gov//ecp/species/9491,
Ilex sintenisii,Aquifoliaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/6280,
Styrax texanus,Styracaceae,Endangered,Flowering Plants,Texas snowbells,Plant,https://ecos.fws.gov//ecp/species/5214,
Adiantum vivesii,Adiantaceae,Endangered,Ferns and Allies,No common name,Plant,https://ecos.fws.gov//ecp/species/7811,
Justicia cooleyi,Acanthaceae,Endangered,Flowering Plants,Cooley's water-willow,Plant,https://ecos.fws.gov//ecp/species/4653,
Taurotragus derbianus derbianus,,Endangered,Mammals,Western giant eland,Animal,https://ecos.fws.gov//ecp/species/8368,
Peromyscus polionotus allophrys,,Endangered,Mammals,Choctawhatchee beach mouse,Animal,https://ecos.fws.gov//ecp/species/3520,
Achyranthes mutica,Amaranthaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/5667,USA
Baptisia arachnifera,Fabaceae,Endangered,Flowering Plants,Hairy rattleweed,Plant,https://ecos.fws.gov//ecp/species/8029,
Chamaecrista lineata keyensis,Fabaceae,Endangered,Flowering Plants,Big Pine partridge pea,Plant,https://ecos.fws.gov//ecp/species/8416,
Varanus flavescens,,Endangered,Reptiles,Yellow monitor,Animal,https://ecos.fws.gov//ecp/species/4256,
Ovis ammon,,Threatened,Mammals,Argali,Animal,https://ecos.fws.gov//ecp/species/2085,
Uncia (=Panthera) uncia,,Endangered,Mammals,Snow leopard,Animal,https://ecos.fws.gov//ecp/species/771,
Clematis morefieldii,Ranunculaceae,Endangered,Flowering Plants,Morefield's leather flower,Plant,https://ecos.fws.gov//ecp/species/133,
Cyanea maritae,Campanulaceae,Endangered,Flowering Plants,haha,Plant,https://ecos.fws.gov//ecp/species/9240,USA
Mimizuku (=Otus) gurneyi,,Endangered,Birds,Giant scops owl,Animal,https://ecos.fws.gov//ecp/species/1471,
Moschus spp. (all species),,Endangered,Mammals,Musk deer,Animal,https://ecos.fws.gov//ecp/species/3487,
Lynx canadensis,,Threatened,Mammals,Canada Lynx,Animal,https://ecos.fws.gov//ecp/species/3652,
Pyriglena atra,,Endangered,Birds,Fringe-backed fire-eye,Animal,https://ecos.fws.gov//ecp/species/4254,
Setophaga kirtlandii (= Dendroica kirtlandii),,Endangered,Birds,Kirtland's Warbler,Animal,https://ecos.fws.gov//ecp/species/8078,
Eriogonum ovalifolium var. williamsiae,Polygonaceae,Endangered,Flowering Plants,Steamboat buckwheat,Plant,https://ecos.fws.gov//ecp/species/413,
Solanum incompletum,Solanaceae,Endangered,Flowering Plants,Popolo ku mai,Plant,https://ecos.fws.gov//ecp/species/3199,USA
Grus americana,,"Experimental Population, Non-Essential",Birds,Whooping crane,Animal,USA
Leptodea leptodon,,Endangered,Clams,Scaleshell mussel,Animal,https://ecos.fws.gov//ecp/species/5881,
Newcombia cumingi,,Endangered,Snails,Newcomb's Tree snail,Animal,https://ecos.fws.gov//ecp/species/1529,USA
Thomomys mazama tumuli,,Threatened,Mammals,Tenino pocket gopher,Animal,https://ecos.fws.gov//ecp/species/6290,USA
Dipodomys ingens,,Endangered,Mammals,Giant kangaroo rat,Animal,https://ecos.fws.gov//ecp/species/6051,
Huso dauricus,,Endangered,Fishes,Kaluga sturgeon,Animal,https://ecos.fws.gov//ecp/species/9748,
Hylaeus anthracinus,,Endangered,Insects,Anthricinan yellow-faced bee,Animal,https://ecos.fws.gov//ecp/species/7173,
Tamiasciurus hudsonicus grahamensis,,Endangered,Mammals,Mount Graham red squirrel,Animal,https://ecos.fws.gov//ecp/species/8370,USA
Dudleya verityi,Crassulaceae,Threatened,Flowering Plants,Verity's dudleya,Plant,https://ecos.fws.gov//ecp/species/4342,
Conradina verticillata,Lamiaceae,Threatened,Flowering Plants,Cumberland rosemary,Plant,https://ecos.fws.gov//ecp/species/3677,
Chasmistes brevirostris,,Endangered,Fishes,Shortnose Sucker,Animal,https://ecos.fws.gov//ecp/species/7160,USA
Eriastrum densifolium ssp. sanctorum,Polemoniaceae,Endangered,Flowering Plants,Santa Ana River woolly-star,Plant,https://ecos.fws.gov//ecp/species/6575,
Vermivora bachmanii,,Endangered,Birds,Bachman's warbler (=wood),Animal,https://ecos.fws.gov//ecp/species/3232,
Eremophila alpestris strigata,,Threatened,Birds,Streaked Horned lark,Animal,https://ecos.fws.gov//ecp/species/7268,USA
Pterodroma magentae,,Endangered,Birds,Magenta petrel,Animal,https://ecos.fws.gov//ecp/species/2988,
Desmocerus californicus dimorphus,,Threatened,Insects,Valley elderberry longhorn beetle,Animal,https://ecos.fws.gov//ecp/species/7850,USA
Percina jenkinsi,,Endangered,Fishes,Conasauga logperch,Animal,https://ecos.fws.gov//ecp/species/8472,USA
Pleurobema taitianum,,Endangered,Clams,Heavy pigtoe,Animal,https://ecos.fws.gov//ecp/species/298,
Poecilotheria subfusca,,Endangered,Arachnids,Ivory Ornamental Tarantula,Animal,https://ecos.fws.gov//ecp/species/9115,
Tapirus pinchaque,,Endangered,Mammals,Mountain tapir,Animal,https://ecos.fws.gov//ecp/species/14,
Caiman crocodilus crocodilus,,Similarity of Appearance to a Threatened Taxon,Reptiles,Common caiman,Animal,https://ecos.fws.gov//ecp/species/2889,
Spheniscus demersus,,Endangered,Birds,African penguin,Animal,https://ecos.fws.gov//ecp/species/6711,
Blastocerus dichotomus,,Endangered,Mammals,Marsh deer,Animal,https://ecos.fws.gov//ecp/species/609,
Huperzia nutans,Lycopodiaceae,Endangered,Ferns and Allies,Wawae`iole,Plant,https://ecos.fws.gov//ecp/species/7757,USA
Cyanea marksii,Campanulaceae,Endangered,Flowering Plants,Haha,Plant,https://ecos.fws.gov//ecp/species/4307,
Polyphylla barbata,,Endangered,Insects,Mount Hermon June beetle,Animal,https://ecos.fws.gov//ecp/species/3982,
Mycetophyllia ferox,,Threatened,Corals,Rough Cactus Coral,Animal,https://ecos.fws.gov//ecp/species/9314,
Cyprinodon diabolis,,Endangered,Fishes,Devils Hole pupfish,Animal,https://ecos.fws.gov//ecp/species/7409,
Fusconaia cuneolus,,"Experimental Population, Non-Essential",Clams,Finerayed pigtoe,Animal,USA
Cordylanthus mollis ssp. mollis,Scrophulariaceae,Endangered,Flowering Plants,Soft bird's-beak,Plant,https://ecos.fws.gov//ecp/species/8541,USA
Rhinopithecus roxellana,,Endangered,Mammals,Sichuan snub-nosed monkey,Animal,https://ecos.fws.gov//ecp/species/4248,
Turdus olivaceus helleri,,Endangered,Birds,Taita thrush,Animal,https://ecos.fws.gov//ecp/species/2975,
Plagopterus argentissimus,,Endangered,Fishes,Woundfin,Animal,https://ecos.fws.gov//ecp/species/49,USA
Calamagrostis hillebrandii,Poaceae,Endangered,Flowering Plants,Hillegrand's reedgrass,Plant,https://ecos.fws.gov//ecp/species/1913,USA
Eriodictyon altissimum,Boraginaceae,Endangered,Flowering Plants,Indian Knob mountainbalm,Plant,https://ecos.fws.gov//ecp/species/1261,
Gambusia heterochir,,Endangered,Fishes,Clear Creek gambusia,Animal,https://ecos.fws.gov//ecp/species/1647,
Melicope puberula,Rutaceae,Endangered,Flowering Plants,Alani,Plant,https://ecos.fws.gov//ecp/species/111,USA
Eriogonum codium,Polygonaceae,Threatened,Flowering Plants,Umtanum Desert buckwheat,Plant,https://ecos.fws.gov//ecp/species/3627,USA
Lampsilis streckeri,,Endangered,Clams,Speckled pocketbook,Animal,https://ecos.fws.gov//ecp/species/7869,
Tinamus solitarius,,Endangered,Birds,Solitary tinamou,Animal,https://ecos.fws.gov//ecp/species/6362,
Salvelinus confluentus,,"Experimental Population, Non-Essential",Fishes,Bull Trout,Animal,USA
Melanthera kamolensis,Asteraceae,Endangered,Flowering Plants,nehe,Plant,https://ecos.fws.gov//ecp/species/3476,USA
Antrolana lira,,Threatened,Crustaceans,Madison Cave isopod,Animal,https://ecos.fws.gov//ecp/species/4162,
Procaris hawaiana,,Endangered,Crustaceans,Anchialine pool Shrimp,Animal,https://ecos.fws.gov//ecp/species/6944,
Himantopus novaezelandiae,,Endangered,Birds,Black Stilt,Animal,https://ecos.fws.gov//ecp/species/3928,
Hackelia venusta,Boraginaceae,Endangered,Flowering Plants,Showy stickseed,Plant,https://ecos.fws.gov//ecp/species/5210,
Melicope balloui,Rutaceae,Endangered,Flowering Plants,Alani,Plant,https://ecos.fws.gov//ecp/species/7786,USA
Lepidochelys olivacea,,Endangered,Reptiles,Olive ridley sea turtle,Animal,https://ecos.fws.gov//ecp/species/1513,
Capromys auritus,,Endangered,Mammals,Large-eared hutia,Animal,https://ecos.fws.gov//ecp/species/6623,
Egretta eulophotes,,Endangered,Birds,Chinese egret,Animal,https://ecos.fws.gov//ecp/species/8354,
Lysimachia pendens,Primulaceae,Endangered,Flowering Plants,No common name,Plant,https://ecos.fws.gov//ecp/species/8955,USA
Stahlia monosperma,Fabaceae,Threatened,Flowering Plants,Cobana negra,Plant,https://ecos.fws.gov//ecp/species/2282,
Acaena exigua,Rosaceae,Endangered,Flowering Plants,Liliwai,Plant,https://ecos.fws.gov//ecp/species/7600,USA
Macaca silenus,,Endangered,Mammals,Lion-tailed macaque,Animal,https://ecos.fws.gov//ecp/species/4081,
Oncorhynchus clarkii henshawi,,Threatened,Fishes,Lahontan cutthroat trout,Animal,https://ecos.fws.gov//ecp/species/3964,
Erimonax monachus,,"Experimental Population, Non-Essential",Fishes,Spotfin Chub,Animal,USA
